Gender,Age,Area,Income,Feature,Brand,NumberOfDevices,Preference,Heard,ShoppingOnline,Unlock
Female,31,urban,Less than $25.000,Durability,Nest,5-10,Safety,No,37,NFC
Female,38,suburban,$50.000 to $75.000,Quality,None of these,,Smart Features,Yes,13,NFC
Male,38,urban,$150.000 or More,Quality,None of these,,Smart Features,Yes,,Bluetooth
Male,34,urban,$100.000 to $150.000,Friend’s recommendation,None of these,,Remote Access,No,32,Remote unlock by application
Female,35,suburban,$75.000 to $100.000,Convenience,Apple Home Kit,5-10,Price,Yes,46,Bluetooth
Male,28,suburban,Less than $25.000,Durability,None of these,,Remote Access,Yes,35,Biometrics - eyescan
Female,28,rural,$150.000 or More,Friend’s recommendation,Nest,,Remote Access,Yes,,Remote unlock by application
Male,25,rural,$50.000 to $75.000,Friend’s recommendation,Nest,5-10,Brand,No,28,Biometrics - fingerprint
Female,29,urban,$25.000 to $50.000,Safety,Nest,5-10,Remote Access,Yes,28,Remote unlock by application
Female,35,suburban,$75.000 to $100.000,Friend’s recommendation,None of these,,Brand,Yes,32,Biometrics - photo
Female,25,urban,$25.000 to $50.000,Price,Amazon Alexa,,Safety,No,,NFC
Male,28,urban,Less than $25.000,Durability,None of these,,Safety,No,36,Remote unlock by application
Female,34,urban,$150.000 or More,Packaging,Apple Home Kit,1-5,Brand,No,32,Biometrics - photo
Male,32,urban,$75.000 to $100.000,Safety,None of these,,Price,Yes,52,NFC
Female,26,rural,$25.000 to $50.000,Friend’s recommendation,None of these,,Smart Features,Yes,60,Biometrics - eyescan
Female,33,urban,Less than $25.000,Durability,None of these,,Brand,Yes,33,Remote unlock by application
Male,44,suburban,$25.000 to $50.000,Friend’s recommendation,None of these,,Price,No,38,Conventional key
Female,31,suburban,$150.000 or More,Convenience,Apple Home Kit,,Remote Access,No,,Biometrics - fingerprint
Male,23,suburban,$25.000 to $50.000,Convenience,Google Home,10-15,Price,Yes,39,NFC
Male,29,suburban,$150.000 or More,Brand,None of these,,Brand,Yes,42,Conventional key
Male,24,urban,$100.000 to $150.000,Convenience,Nest,1-5,Remote Access,No,43,Remote unlock by application
Male,25,urban,$50.000 to $75.000,Price,None of these,,Smart Features,Yes,,Biometrics - eyescan
Male,33,urban,$150.000 or More,Durability,None of these,,Safety,Yes,37,Conventional key
Male,26,suburban,$150.000 or More,Packaging,None of these,,Remote Access,No,57,NFC
Female,25,urban,$100.000 to $150.000,Quality,None of these,,Remote Access,Yes,49,Bluetooth
Female,36,suburban,$25.000 to $50.000,Convenience,None of these,,Safety,No,,Conventional key
Male,30,urban,$150.000 or More,Packaging,None of these,,Brand,No,33,Biometrics - eyescan
Male,29,suburban,$100.000 to $150.000,Convenience,None of these,,Price,No,43,Biometrics - eyescan
Male,35,urban,$25.000 to $50.000,Convenience,Amazon Alexa,5-10,Safety,No,38,Conventional key
Female,37,suburban,$25.000 to $50.000,Packaging,Amazon Alexa,5-10,Remote Access,No,41,Biometrics - eyescan
Male,32,rural,$75.000 to $100.000,Friend’s recommendation,Google Home,10-15,Safety,No,48,Conventional key
Female,37,urban,$150.000 or More,Durability,None of these,,Brand,Yes,33,Biometrics - eyescan
Female,23,suburban,$150.000 or More,Brand,None of these,,Price,No,48,Conventional key
Female,35,suburban,$75.000 to $100.000,Quality,Amazon Alexa,10-15,Safety,No,60,Biometrics - photo
Female,28,rural,$25.000 to $50.000,Price,Apple Home Kit,1-5,Price,No,37,Biometrics - fingerprint
Female,35,suburban,$100.000 to $150.000,Friend’s recommendation,Fibaro,5-10,Brand,Yes,49,NFC
Female,25,suburban,$25.000 to $50.000,Quality,None of these,,Price,No,43,Conventional key
Male,31,urban,$75.000 to $100.000,Safety,Loxone,1-5,Safety,No,37,Conventional key
Female,34,suburban,$50.000 to $75.000,Durability,Nest,5-10,Price,Yes,26,Biometrics - fingerprint
Female,31,urban,$100.000 to $150.000,Friend’s recommendation,None of these,,Safety,Yes,55,Biometrics - fingerprint
Female,30,urban,$25.000 to $50.000,Price,None of these,,Price,Yes,31,Conventional key
Female,23,rural,$150.000 or More,Packaging,None of these,,Safety,Yes,54,Remote unlock by application
Male,32,suburban,$75.000 to $100.000,Packaging,Loxone,5-10,Remote Access,No,48,NFC
Female,37,suburban,Less than $25.000,Price,None of these,,Price,Yes,,Conventional key
Male,36,suburban,$150.000 or More,Friend’s recommendation,Loxone,1-5,Price,No,27,Remote unlock by application
Female,32,rural,$150.000 or More,Packaging,Amazon Alexa,1-5,Remote Access,Yes,39,Remote unlock by application
Female,33,urban,$50.000 to $75.000,Durability,None of these,,Safety,No,28,Conventional key
Male,31,urban,$25.000 to $50.000,Convenience,Amazon Alexa,1-5,Safety,No,50,Conventional key
Female,28,rural,$100.000 to $150.000,Convenience,Fibaro,1-5,Smart Features,No,50,Bluetooth
Female,27,urban,$150.000 or More,Friend’s recommendation,None of these,,Brand,Yes,28,Conventional key
Female,28,urban,$150.000 or More,Packaging,Apple Home Kit,10-15,Remote Access,Yes,50,Biometrics - eyescan
Male,35,rural,$25.000 to $50.000,Friend’s recommendation,Fibaro,,Price,No,,Remote unlock by application
Male,24,urban,$25.000 to $50.000,Brand,Amazon Alexa,,Remote Access,No,,Biometrics - photo
Female,36,urban,$100.000 to $150.000,Quality,None of these,,Safety,Yes,,Conventional key
Female,52,suburban,$75.000 to $100.000,Friend’s recommendation,Google Home,1-5,Safety,No,26,Conventional key
Female,32,rural,Less than $25.000,Price,None of these,,Remote Access,No,,Biometrics - photo
Male,33,suburban,$25.000 to $50.000,Convenience,None of these,,Remote Access,Yes,45,Remote unlock by application
Male,34,urban,$100.000 to $150.000,Quality,Nest,5-10,Price,Yes,40,Remote unlock by application
Female,25,urban,$75.000 to $100.000,Price,Google Home,10-15,Safety,Yes,70,Biometrics - fingerprint
Male,24,urban,$25.000 to $50.000,Price,None of these,,Price,No,,Biometrics - fingerprint
Male,44,urban,$150.000 or More,Convenience,Nest,10-15,Safety,No,24,Conventional key
Male,33,rural,Less than $25.000,Convenience,None of these,,Safety,No,32,NFC
Female,30,urban,$25.000 to $50.000,Safety,Nest,10-15,Safety,No,53,Conventional key
Male,24,suburban,$50.000 to $75.000,Price,None of these,,Smart Features,No,42,Biometrics - photo
Male,33,urban,Less than $25.000,Price,None of these,,Price,Yes,46,Conventional key
Female,37,suburban,Less than $25.000,Price,None of these,,Remote Access,No,17,Remote unlock by application
Male,26,urban,$25.000 to $50.000,Friend’s recommendation,None of these,,Remote Access,No,22,Biometrics - photo
Female,28,urban,$100.000 to $150.000,Price,Nest,10-15,Safety,Yes,65,Conventional key
Female,32,urban,$100.000 to $150.000,Price,Loxone,1-5,Safety,No,36,Conventional key
Male,33,suburban,$75.000 to $100.000,Safety,Google Home,1-5,Smart Features,No,32,Biometrics - fingerprint
Female,54,rural,Less than $25.000,Friend’s recommendation,None of these,,Brand,No,18,Conventional key
Male,25,suburban,$75.000 to $100.000,Friend’s recommendation,Loxone,1-5,Price,No,37,Bluetooth
Female,30,rural,$25.000 to $50.000,Price,Google Home,5-10,Smart Features,Yes,37,Biometrics - fingerprint
Male,19,urban,$150.000 or More,Packaging,None of these,,Brand,No,,Biometrics - fingerprint
Male,42,rural,$50.000 to $75.000,Brand,None of these,,Price,No,,Remote unlock by application
Male,23,urban,$75.000 to $100.000,Quality,Nest,10-15,Price,Yes,70,Conventional key
Female,45,urban,$50.000 to $75.000,Convenience,Google Home,1-5,Safety,No,41,Conventional key
Male,40,suburban,$75.000 to $100.000,Convenience,None of these,,Safety,No,37,Biometrics - photo
Female,33,suburban,Less than $25.000,Friend’s recommendation,None of these,,Smart Features,Yes,26,NFC
Female,26,urban,$25.000 to $50.000,Safety,None of these,,Price,Yes,30,Remote unlock by application
Female,35,suburban,$25.000 to $50.000,Friend’s recommendation,Apple Home Kit,5-10,Price,No,46,Remote unlock by application
Female,26,rural,$100.000 to $150.000,Friend’s recommendation,None of these,,Brand,Yes,47,Remote unlock by application
Male,36,urban,$100.000 to $150.000,Durability,Google Home,1-5,Smart Features,No,25,Bluetooth
Female,36,urban,$50.000 to $75.000,Durability,Nest,5-10,Safety,No,39,Biometrics - fingerprint
Female,44,urban,$100.000 to $150.000,Friend’s recommendation,Loxone,5-10,Smart Features,No,15,Biometrics - eyescan
Female,38,rural,$75.000 to $100.000,Friend’s recommendation,None of these,,Smart Features,Yes,42,NFC
Male,20,urban,Less than $25.000,Safety,None of these,,Brand,Yes,,Biometrics - eyescan
Female,26,rural,$50.000 to $75.000,Price,None of these,,Remote Access,No,51,Biometrics - photo
Male,31,urban,$75.000 to $100.000,Quality,Amazon Alexa,,Safety,No,,Biometrics - photo
Female,33,urban,$75.000 to $100.000,Friend’s recommendation,Loxone,1-5,Brand,No,44,Biometrics - fingerprint
Male,34,suburban,$25.000 to $50.000,Price,Google Home,5-10,Safety,No,43,Conventional key
Male,29,urban,$25.000 to $50.000,Friend’s recommendation,Google Home,1-5,Safety,No,31,NFC
Male,28,urban,$75.000 to $100.000,Price,None of these,,Safety,Yes,51,Biometrics - photo
Male,33,suburban,$75.000 to $100.000,Friend’s recommendation,None of these,,Safety,Yes,26,NFC
Male,47,urban,$25.000 to $50.000,Quality,None of these,,Price,Yes,42,Conventional key
Male,35,urban,$100.000 to $150.000,Quality,None of these,,Brand,Yes,39,Biometrics - fingerprint
Female,41,rural,$50.000 to $75.000,Price,Loxone,1-5,Safety,No,23,Conventional key
Female,33,urban,$25.000 to $50.000,Convenience,Google Home,5-10,Safety,No,26,Conventional key
Male,27,suburban,Less than $25.000,Packaging,None of these,,Price,No,45,Bluetooth
Female,53,suburban,$75.000 to $100.000,Quality,Loxone,,Remote Access,Yes,,NFC
Male,37,rural,Less than $25.000,Convenience,None of these,,Price,No,42,Conventional key
Male,28,urban,$150.000 or More,Packaging,Nest,1-5,Remote Access,No,38,Bluetooth
Female,23,urban,$75.000 to $100.000,Price,None of these,,Price,Yes,39,Remote unlock by application
Male,38,rural,$150.000 or More,Durability,Nest,10-15,Smart Features,Yes,33,Bluetooth
Male,28,suburban,$25.000 to $50.000,Friend’s recommendation,None of these,,Safety,Yes,41,Biometrics - eyescan
Male,22,rural,$25.000 to $50.000,Friend’s recommendation,Loxone,1-5,Safety,No,30,NFC
Male,33,suburban,$150.000 or More,Convenience,Nest,10-15,Brand,No,39,Conventional key
Female,30,urban,$100.000 to $150.000,Durability,Nest,1-5,Smart Features,No,49,Remote unlock by application
Female,28,urban,$75.000 to $100.000,Durability,None of these,,Safety,No,32,Biometrics - eyescan
Female,24,suburban,$25.000 to $50.000,Price,Nest,10-15,Brand,Yes,27,Conventional key
Male,24,urban,$75.000 to $100.000,Convenience,None of these,,Safety,Yes,61,NFC
Male,31,urban,Less than $25.000,Price,None of these,,Price,No,36,Biometrics - eyescan
Male,34,urban,Less than $25.000,Safety,None of these,,Price,Yes,36,Conventional key
Male,34,rural,$75.000 to $100.000,Price,None of these,,Smart Features,Yes,46,Remote unlock by application
Female,36,urban,Less than $25.000,Price,None of these,,Brand,Yes,34,Bluetooth
Male,34,rural,$100.000 to $150.000,Packaging,Loxone,5-10,Price,No,57,Remote unlock by application
Female,34,rural,$150.000 or More,Price,None of these,,Safety,Yes,27,Remote unlock by application
Female,27,suburban,$25.000 to $50.000,Durability,Loxone,5-10,Smart Features,No,62,Remote unlock by application
Female,37,suburban,$100.000 to $150.000,Quality,Amazon Alexa,10-15,Safety,Yes,23,Conventional key
Female,26,urban,$75.000 to $100.000,Durability,Loxone,1-5,Safety,No,41,Conventional key
Female,26,rural,$25.000 to $50.000,Durability,Google Home,>15,Price,Yes,51,Conventional key
Female,32,rural,Less than $25.000,Price,None of these,,Price,Yes,,Bluetooth
Female,30,urban,$100.000 to $150.000,Price,Amazon Alexa,5-10,Safety,Yes,50,NFC
Female,29,urban,Less than $25.000,Price,None of these,,Smart Features,No,48,Bluetooth
Female,24,suburban,$150.000 or More,Quality,Loxone,1-5,Price,Yes,49,Conventional key
Female,27,urban,$100.000 to $150.000,Durability,None of these,,Brand,No,44,Biometrics - fingerprint
Female,31,suburban,$100.000 to $150.000,Convenience,None of these,,Smart Features,No,45,Biometrics - eyescan
Female,32,urban,$25.000 to $50.000,Quality,None of these,,Safety,No,,Biometrics - photo
Female,30,urban,$100.000 to $150.000,Safety,Loxone,1-5,Safety,No,31,Conventional key
Male,25,urban,$25.000 to $50.000,Brand,Apple Home Kit,>15,Safety,Yes,33,Conventional key
Male,34,urban,$100.000 to $150.000,Quality,Nest,5-10,Price,No,27,Conventional key
Male,32,suburban,$75.000 to $100.000,Packaging,Apple Home Kit,5-10,Remote Access,Yes,41,Remote unlock by application
Male,32,urban,$150.000 or More,Brand,Nest,5-10,Brand,Yes,30,Biometrics - fingerprint
Female,31,urban,$50.000 to $75.000,Safety,Google Home,1-5,Safety,No,31,Biometrics - photo
Female,32,suburban,$50.000 to $75.000,Price,None of these,,Price,No,37,Remote unlock by application
Male,32,rural,$150.000 or More,Packaging,Fibaro,5-10,Remote Access,No,28,Biometrics - eyescan
Male,33,urban,Less than $25.000,Safety,None of these,,Safety,Yes,39,Biometrics - eyescan
Female,35,suburban,$150.000 or More,Convenience,Loxone,1-5,Remote Access,No,24,NFC
Male,24,suburban,$50.000 to $75.000,Durability,None of these,,Brand,Yes,46,Conventional key
Male,37,urban,Less than $25.000,Durability,None of these,,Brand,No,53,Biometrics - fingerprint
Male,27,suburban,$100.000 to $150.000,Price,Google Home,10-15,Remote Access,No,76,Remote unlock by application
Female,31,urban,$50.000 to $75.000,Convenience,Amazon Alexa,10-15,Smart Features,Yes,47,Biometrics - fingerprint
Female,38,rural,$75.000 to $100.000,Price,Fibaro,1-5,Remote Access,No,38,Remote unlock by application
Female,43,suburban,$100.000 to $150.000,Quality,Apple Home Kit,5-10,Brand,Yes,13,Biometrics - fingerprint
Female,37,suburban,Less than $25.000,Friend’s recommendation,Nest,5-10,Safety,No,23,Conventional key
Male,48,suburban,$150.000 or More,Brand,Nest,1-5,Brand,No,7,Biometrics - photo
Male,41,rural,$100.000 to $150.000,Convenience,None of these,,Smart Features,Yes,24,Biometrics - eyescan
Female,25,rural,$75.000 to $100.000,Safety,None of these,,Safety,No,,Biometrics - photo
Female,31,rural,$150.000 or More,Packaging,Apple Home Kit,10-15,Price,Yes,46,Remote unlock by application
Male,25,urban,$50.000 to $75.000,Durability,None of these,,Smart Features,Yes,71,NFC
Female,35,urban,$25.000 to $50.000,Packaging,Google Home,10-15,Remote Access,No,44,Remote unlock by application
Female,35,suburban,$100.000 to $150.000,Packaging,None of these,,Brand,Yes,32,Conventional key
Male,46,urban,Less than $25.000,Convenience,None of these,,Remote Access,Yes,20,NFC
Female,35,urban,Less than $25.000,Price,None of these,,Price,No,30,NFC
Male,25,suburban,$50.000 to $75.000,Quality,None of these,,Remote Access,No,58,Bluetooth
Female,35,rural,$75.000 to $100.000,Price,Google Home,1-5,Price,No,27,Bluetooth
Male,27,suburban,$25.000 to $50.000,Friend’s recommendation,Loxone,1-5,Safety,No,59,NFC
Male,33,suburban,Less than $25.000,Durability,Fibaro,5-10,Price,Yes,41,Biometrics - eyescan
Male,27,suburban,Less than $25.000,Price,None of these,,Remote Access,No,73,Remote unlock by application
Female,36,rural,$25.000 to $50.000,Price,Loxone,5-10,Price,Yes,37,Conventional key
Male,34,urban,$150.000 or More,Quality,None of these,,Brand,Yes,41,Biometrics - fingerprint
Female,34,suburban,$25.000 to $50.000,Friend’s recommendation,Amazon Alexa,5-10,Brand,No,46,NFC
Female,27,suburban,$25.000 to $50.000,Price,Loxone,5-10,Safety,Yes,31,Conventional key
Male,28,suburban,$25.000 to $50.000,Safety,None of these,,Safety,No,32,NFC
Male,33,urban,$25.000 to $50.000,Quality,None of these,,Price,No,27,Conventional key
Male,33,rural,$25.000 to $50.000,Price,None of these,,Smart Features,No,49,Biometrics - fingerprint
Female,34,suburban,$50.000 to $75.000,Convenience,Nest,1-5,Brand,No,33,Conventional key
Male,39,suburban,$150.000 or More,Price,Apple Home Kit,5-10,Remote Access,Yes,28,Remote unlock by application
Female,27,urban,Less than $25.000,Quality,None of these,,Remote Access,No,73,Biometrics - fingerprint
Female,31,urban,$100.000 to $150.000,Packaging,Nest,5-10,Remote Access,No,56,Remote unlock by application
Female,36,urban,$100.000 to $150.000,Quality,None of these,,Remote Access,No,30,Biometrics - fingerprint
Male,26,rural,$100.000 to $150.000,Durability,Google Home,,Remote Access,No,,Remote unlock by application
Male,39,suburban,$50.000 to $75.000,Convenience,None of these,,Safety,No,26,Biometrics - photo
Female,28,urban,$50.000 to $75.000,Convenience,Fibaro,5-10,Brand,No,65,Biometrics - fingerprint
Male,30,urban,Less than $25.000,Price,None of these,,Smart Features,Yes,36,Remote unlock by application
Male,30,suburban,$75.000 to $100.000,Friend’s recommendation,Loxone,5-10,Safety,Yes,39,NFC
Female,28,rural,$100.000 to $150.000,Packaging,Apple Home Kit,>15,Remote Access,No,56,Biometrics - photo
Male,41,suburban,$100.000 to $150.000,Durability,Nest,1-5,Remote Access,No,40,Bluetooth
Male,25,suburban,$50.000 to $75.000,Convenience,None of these,,Price,Yes,29,Bluetooth
Female,28,suburban,$50.000 to $75.000,Packaging,Fibaro,5-10,Remote Access,No,35,Remote unlock by application
Male,30,suburban,$75.000 to $100.000,Friend’s recommendation,Nest,5-10,Safety,No,31,NFC
Female,35,urban,$100.000 to $150.000,Price,Loxone,,Price,No,,Bluetooth
Male,23,rural,$100.000 to $150.000,Convenience,Loxone,5-10,Smart Features,No,53,Remote unlock by application
Female,29,urban,$100.000 to $150.000,Price,Google Home,10-15,Brand,Yes,45,Biometrics - photo
Female,25,rural,$100.000 to $150.000,Price,Nest,5-10,Price,Yes,50,Biometrics - photo
Female,36,urban,$150.000 or More,Quality,None of these,,Remote Access,Yes,31,Biometrics - photo
Female,23,urban,$50.000 to $75.000,Friend’s recommendation,Loxone,1-5,Price,Yes,68,Conventional key
Male,34,rural,Less than $25.000,Safety,None of these,,Price,No,47,Conventional key
Male,29,rural,$50.000 to $75.000,Quality,None of these,,Safety,Yes,56,NFC
Female,26,urban,$25.000 to $50.000,Price,Amazon Alexa,5-10,Remote Access,Yes,39,Biometrics - photo
Female,38,suburban,$25.000 to $50.000,Friend’s recommendation,None of these,,Price,No,27,Biometrics - fingerprint
Male,28,urban,$100.000 to $150.000,Price,Nest,,Remote Access,Yes,,Biometrics - eyescan
Female,38,urban,$50.000 to $75.000,Convenience,None of these,,Safety,No,25,NFC
Male,32,urban,$50.000 to $75.000,Convenience,None of these,,Smart Features,Yes,37,Biometrics - eyescan
Female,22,urban,Less than $25.000,Durability,None of these,,Safety,Yes,20,Conventional key
Male,34,urban,Less than $25.000,Brand,None of these,,Brand,Yes,28,Conventional key
Male,26,rural,$100.000 to $150.000,Price,Google Home,10-15,Price,No,48,Biometrics - fingerprint
Male,36,urban,$50.000 to $75.000,Quality,None of these,,Price,Yes,33,Conventional key
Male,26,suburban,$150.000 or More,Durability,None of these,,Brand,No,45,Conventional key
Female,33,urban,$50.000 to $75.000,Packaging,None of these,,Safety,No,57,Conventional key
Female,37,urban,$150.000 or More,Quality,Amazon Alexa,5-10,Safety,No,18,NFC
Male,42,suburban,$100.000 to $150.000,Quality,Loxone,1-5,Smart Features,No,36,Biometrics - photo
Male,40,urban,Less than $25.000,Convenience,None of these,,Price,Yes,30,Biometrics - fingerprint
Female,29,urban,Less than $25.000,Safety,None of these,,Remote Access,Yes,50,Remote unlock by application
Female,30,suburban,$50.000 to $75.000,Safety,Google Home,1-5,Safety,No,43,Biometrics - photo
Female,27,urban,$150.000 or More,Packaging,None of these,,Brand,Yes,63,Biometrics - photo
Male,30,suburban,$50.000 to $75.000,Price,Apple Home Kit,5-10,Smart Features,No,40,Bluetooth
Female,33,suburban,Less than $25.000,Safety,None of these,,Price,No,31,Bluetooth
Male,33,urban,Less than $25.000,Durability,None of these,,Brand,Yes,13,NFC
Male,40,urban,Less than $25.000,Price,Google Home,1-5,Brand,No,30,Biometrics - photo
Female,29,urban,$100.000 to $150.000,Convenience,None of these,,Brand,No,,Conventional key
Female,28,suburban,$150.000 or More,Quality,None of these,,Smart Features,No,43,Remote unlock by application
Female,39,urban,$50.000 to $75.000,Convenience,Nest,5-10,Remote Access,Yes,37,Biometrics - photo
Male,34,rural,$75.000 to $100.000,Convenience,Nest,5-10,Smart Features,Yes,32,Remote unlock by application
Male,38,urban,$25.000 to $50.000,Convenience,Loxone,5-10,Remote Access,No,39,Biometrics - eyescan
Female,24,urban,$75.000 to $100.000,Safety,Apple Home Kit,>15,Safety,Yes,52,Conventional key
Male,29,suburban,$150.000 or More,Safety,None of these,,Safety,Yes,54,Conventional key
Male,25,urban,$25.000 to $50.000,Packaging,None of these,,Brand,Yes,40,Bluetooth
Male,39,rural,$25.000 to $50.000,Convenience,None of these,,Safety,No,29,Biometrics - photo
Female,32,suburban,$150.000 or More,Price,None of these,,Safety,No,19,Conventional key
Female,35,urban,$25.000 to $50.000,Friend’s recommendation,Loxone,1-5,Price,No,43,Remote unlock by application
Female,42,urban,$150.000 or More,Convenience,Nest,1-5,Brand,Yes,35,Biometrics - fingerprint
Female,26,urban,$150.000 or More,Friend’s recommendation,Amazon Alexa,10-15,Price,Yes,51,Conventional key
Male,32,suburban,Less than $25.000,Friend’s recommendation,None of these,,Brand,No,31,Conventional key
Male,37,suburban,$150.000 or More,Packaging,Loxone,1-5,Remote Access,Yes,33,Biometrics - fingerprint
Male,18,urban,Less than $25.000,Price,None of these,,Safety,No,79,NFC
Male,32,suburban,$150.000 or More,Packaging,None of these,,Smart Features,Yes,33,Remote unlock by application
Male,27,urban,$75.000 to $100.000,Price,Nest,1-5,Price,Yes,35,Bluetooth
Female,30,rural,$100.000 to $150.000,Packaging,Apple Home Kit,,Safety,Yes,,Biometrics - photo
Female,23,urban,$150.000 or More,Brand,Loxone,,Remote Access,Yes,,Biometrics - photo
Female,40,urban,$75.000 to $100.000,Packaging,Nest,10-15,Safety,Yes,33,Conventional key
Male,43,suburban,Less than $25.000,Safety,None of these,,Safety,No,29,Conventional key
Male,38,urban,$100.000 to $150.000,Quality,None of these,,Brand,No,29,Remote unlock by application
Male,28,rural,Less than $25.000,Safety,None of these,,Price,No,38,NFC
Female,50,suburban,$75.000 to $100.000,Quality,None of these,,Safety,No,28,Conventional key
Male,39,urban,$50.000 to $75.000,Durability,Amazon Alexa,>15,Smart Features,No,34,Biometrics - eyescan
Male,27,suburban,$100.000 to $150.000,Quality,Nest,5-10,Safety,No,57,NFC
Male,20,rural,Less than $25.000,Friend’s recommendation,None of these,,Safety,No,33,NFC
Female,36,suburban,Less than $25.000,Price,None of these,,Safety,No,50,NFC
Male,30,suburban,$75.000 to $100.000,Packaging,Google Home,5-10,Smart Features,Yes,49,Biometrics - photo
Male,31,urban,$75.000 to $100.000,Brand,Amazon Alexa,10-15,Smart Features,Yes,46,Biometrics - fingerprint
Male,23,urban,$25.000 to $50.000,Price,None of these,,Remote Access,Yes,,NFC
Male,28,urban,$100.000 to $150.000,Safety,Loxone,1-5,Remote Access,Yes,38,Remote unlock by application
Female,32,rural,$100.000 to $150.000,Packaging,Google Home,10-15,Safety,Yes,32,NFC
Female,30,suburban,$100.000 to $150.000,Durability,None of these,,Safety,No,33,NFC
Female,20,suburban,$150.000 or More,Durability,None of these,,Remote Access,Yes,70,Remote unlock by application
Male,39,suburban,$25.000 to $50.000,Safety,None of these,,Safety,Yes,46,Remote unlock by application
Female,28,suburban,Less than $25.000,Packaging,Nest,5-10,Price,Yes,48,Bluetooth
Female,28,suburban,$75.000 to $100.000,Packaging,Loxone,1-5,Price,No,56,Biometrics - fingerprint
Male,24,suburban,$25.000 to $50.000,Safety,None of these,,Price,No,65,Remote unlock by application
Male,35,urban,$50.000 to $75.000,Price,None of these,,Remote Access,Yes,33,Remote unlock by application
Female,28,rural,Less than $25.000,Safety,None of these,,Price,Yes,65,Conventional key
Female,45,urban,Less than $25.000,Safety,None of these,,Price,No,17,Conventional key
Female,29,suburban,Less than $25.000,Price,Fibaro,1-5,Price,No,47,Biometrics - photo
Female,31,rural,$25.000 to $50.000,Price,None of these,,Remote Access,Yes,41,Biometrics - eyescan
Female,30,urban,$50.000 to $75.000,Safety,Loxone,1-5,Smart Features,No,18,Biometrics - fingerprint
Male,32,rural,$150.000 or More,Packaging,None of these,,Brand,Yes,32,NFC
Male,38,urban,$25.000 to $50.000,Durability,None of these,,Remote Access,Yes,30,Remote unlock by application
Male,35,rural,$150.000 or More,Friend’s recommendation,Loxone,1-5,Remote Access,No,31,Remote unlock by application
Female,39,rural,$25.000 to $50.000,Durability,Google Home,1-5,Remote Access,No,27,Remote unlock by application
Female,40,urban,$75.000 to $100.000,Friend’s recommendation,None of these,,Smart Features,No,36,NFC
Male,29,rural,Less than $25.000,Brand,None of these,,Price,No,,Conventional key
Male,32,suburban,$100.000 to $150.000,Friend’s recommendation,None of these,,Safety,Yes,42,Conventional key
Male,38,urban,$25.000 to $50.000,Friend’s recommendation,None of these,,Safety,No,54,Biometrics - eyescan
Male,27,suburban,$100.000 to $150.000,Packaging,None of these,,Remote Access,No,31,Biometrics - eyescan
Male,35,urban,Less than $25.000,Price,Loxone,5-10,Price,No,50,Biometrics - eyescan
Female,31,suburban,$50.000 to $75.000,Quality,None of these,,Brand,Yes,27,Conventional key
Male,31,suburban,$25.000 to $50.000,Convenience,None of these,,Price,No,35,Biometrics - photo
Male,32,suburban,$100.000 to $150.000,Convenience,Loxone,5-10,Brand,Yes,41,NFC
Male,34,rural,$150.000 or More,Quality,Fibaro,,Smart Features,Yes,,Bluetooth
Female,48,suburban,$75.000 to $100.000,Friend’s recommendation,Nest,5-10,Safety,No,31,NFC
Female,22,rural,$25.000 to $50.000,Convenience,None of these,,Price,Yes,76,Biometrics - fingerprint
Male,40,suburban,$100.000 to $150.000,Safety,None of these,,Smart Features,No,32,Biometrics - photo
Female,31,suburban,Less than $25.000,Price,Loxone,1-5,Price,Yes,35,NFC
Female,24,suburban,Less than $25.000,Price,Loxone,5-10,Price,Yes,30,Remote unlock by application
Male,34,urban,$100.000 to $150.000,Durability,Nest,5-10,Brand,Yes,28,Biometrics - photo
Female,30,suburban,$25.000 to $50.000,Durability,Google Home,1-5,Safety,Yes,65,Conventional key
Female,36,suburban,$25.000 to $50.000,Price,Nest,,Safety,Yes,,Conventional key
Female,38,rural,$100.000 to $150.000,Friend’s recommendation,Apple Home Kit,5-10,Remote Access,Yes,24,Remote unlock by application
Male,23,suburban,$100.000 to $150.000,Quality,None of these,,Remote Access,Yes,47,Remote unlock by application
Male,34,suburban,$100.000 to $150.000,Safety,None of these,,Remote Access,No,23,Remote unlock by application
Female,26,rural,$75.000 to $100.000,Price,None of these,,Smart Features,No,41,Conventional key
Male,37,rural,Less than $25.000,Price,None of these,,Price,No,32,Conventional key
Female,33,suburban,$100.000 to $150.000,Price,Nest,5-10,Price,No,31,Conventional key
Female,26,urban,$25.000 to $50.000,Price,None of these,,Safety,Yes,,Biometrics - fingerprint
Male,35,urban,$100.000 to $150.000,Price,None of these,,Brand,No,24,Biometrics - fingerprint
Female,32,rural,$150.000 or More,Convenience,Apple Home Kit,5-10,Safety,Yes,31,Conventional key
Male,33,suburban,$75.000 to $100.000,Safety,Nest,,Brand,Yes,,NFC
Female,26,suburban,$100.000 to $150.000,Quality,Apple Home Kit,10-15,Smart Features,Yes,44,Remote unlock by application
Female,26,suburban,$75.000 to $100.000,Safety,Loxone,1-5,Safety,No,47,Remote unlock by application
Male,25,suburban,$100.000 to $150.000,Convenience,Loxone,5-10,Brand,Yes,56,Conventional key
Male,41,suburban,$50.000 to $75.000,Price,None of these,,Safety,No,40,Remote unlock by application
Male,21,suburban,Less than $25.000,Price,None of these,,Price,Yes,130,Conventional key
