Gender,Age,Area,Income,Feature,Brand,NumberOfDevices,Preference,Heard,ShoppingOnline,Unlock
Male,36,urban,$150.000 or More,Friend’s recommendation,None of these,,Brand,No,51,Biometrics - eyescan
Female,36,suburban,$50.000 to $75.000,Price,Loxone,10-15,Smart Features,No,47,Biometrics - photo
Male,33,suburban,$100.000 to $150.000,Brand,Nest,1-5,Remote Access,Yes,44,Remote unlock by application
Female,44,suburban,$100.000 to $150.000,Durability,Apple Home Kit,10-15,Price,Yes,25,Biometrics - photo
Male,28,urban,$25.000 to $50.000,Price,None of these,,Remote Access,Yes,63,Biometrics - fingerprint
Male,28,rural,$100.000 to $150.000,Friend’s recommendation,Loxone,,Safety,No,,Biometrics - fingerprint
Female,36,rural,Less than $25.000,Price,None of these,,Remote Access,No,47,NFC
Female,36,rural,$150.000 or More,Friend’s recommendation,Google Home,10-15,Brand,Yes,54,Biometrics - photo
Male,29,rural,Less than $25.000,Safety,None of these,,Safety,Yes,68,Biometrics - fingerprint
Male,26,urban,$150.000 or More,Price,Amazon Alexa,,Brand,Yes,,Biometrics - fingerprint
Male,38,rural,$150.000 or More,Packaging,None of these,,Safety,Yes,55,Biometrics - photo
Female,38,suburban,$75.000 to $100.000,Packaging,None of these,,Brand,No,48,Biometrics - photo
Female,40,urban,$150.000 or More,Friend’s recommendation,None of these,,Remote Access,Yes,38,Biometrics - eyescan
Male,30,suburban,Less than $25.000,Price,None of these,,Remote Access,Yes,71,Biometrics - eyescan
Male,35,suburban,Less than $25.000,Friend’s recommendation,Amazon Alexa,>15,Price,Yes,41,Biometrics - eyescan
Male,30,suburban,Less than $25.000,Quality,None of these,,Remote Access,Yes,56,Biometrics - photo
Male,39,rural,Less than $25.000,Durability,None of these,,Price,No,43,Bluetooth
Male,24,suburban,$50.000 to $75.000,Brand,Loxone,5-10,Price,No,65,Conventional key
Female,31,urban,Less than $25.000,Safety,Google Home,,Smart Features,Yes,,NFC
Female,31,suburban,$75.000 to $100.000,Friend’s recommendation,Google Home,10-15,Remote Access,No,66,Remote unlock by application
Female,37,rural,$100.000 to $150.000,Durability,None of these,,Price,Yes,51,Biometrics - fingerprint
Male,32,rural,Less than $25.000,Durability,iNels,1-5,Smart Features,No,65,NFC
Male,30,rural,$100.000 to $150.000,Price,Amazon Alexa,,Remote Access,Yes,,Biometrics - photo
Male,22,suburban,$150.000 or More,Packaging,Amazon Alexa,,Brand,No,,Conventional key
Male,35,rural,$150.000 or More,Packaging,None of these,,Price,Yes,,Biometrics - fingerprint
Female,50,urban,$100.000 to $150.000,Packaging,Loxone,1-5,Smart Features,Yes,33,Conventional key
Female,29,suburban,$75.000 to $100.000,Quality,None of these,,Remote Access,Yes,43,Remote unlock by application
Female,32,rural,$25.000 to $50.000,Friend’s recommendation,None of these,,Safety,No,47,Biometrics - fingerprint
Male,38,urban,Less than $25.000,Price,Nest,10-15,Price,Yes,44,NFC
Female,44,urban,$100.000 to $150.000,Durability,Amazon Alexa,10-15,Brand,Yes,46,Conventional key
Female,42,suburban,$50.000 to $75.000,Durability,None of these,,Safety,Yes,43,Biometrics - photo
Female,33,urban,$75.000 to $100.000,Price,Apple Home Kit,>15,Price,Yes,45,Biometrics - photo
Male,32,suburban,Less than $25.000,Safety,None of these,,Safety,Yes,53,Biometrics - photo
Male,33,rural,$150.000 or More,Friend’s recommendation,Fibaro,10-15,Brand,Yes,60,Biometrics - photo
Female,38,urban,$75.000 to $100.000,Packaging,None of these,,Price,Yes,41,Remote unlock by application
Female,33,suburban,Less than $25.000,Price,None of these,,Remote Access,No,,Remote unlock by application
Female,35,urban,Less than $25.000,Safety,iNels,1-5,Price,Yes,70,NFC
Female,29,rural,$100.000 to $150.000,Packaging,Amazon Alexa,>15,Smart Features,Yes,70,Biometrics - fingerprint
Male,35,suburban,Less than $25.000,Safety,None of these,,Safety,No,44,Biometrics - photo
Female,47,suburban,$25.000 to $50.000,Durability,None of these,,Price,No,32,Remote unlock by application
Male,25,urban,$50.000 to $75.000,Friend’s recommendation,None of these,,Price,Yes,57,Remote unlock by application
Male,42,suburban,$25.000 to $50.000,Price,iNels,1-5,Price,Yes,49,Bluetooth
Male,42,rural,$100.000 to $150.000,Quality,Apple Home Kit,5-10,Smart Features,No,38,Biometrics - eyescan
Male,30,urban,$75.000 to $100.000,Price,Nest,5-10,Price,Yes,42,NFC
Male,40,rural,Less than $25.000,Packaging,None of these,,Safety,No,58,Conventional key
Male,39,suburban,Less than $25.000,Durability,None of these,,Brand,No,39,Biometrics - eyescan
Female,31,urban,$100.000 to $150.000,Friend’s recommendation,Apple Home Kit,5-10,Price,No,72,Remote unlock by application
Male,40,suburban,$100.000 to $150.000,Friend’s recommendation,None of these,,Safety,Yes,41,NFC
Male,39,urban,$50.000 to $75.000,Durability,None of these,,Smart Features,Yes,61,Biometrics - fingerprint
Female,33,rural,$75.000 to $100.000,Quality,Google Home,10-15,Safety,No,64,Biometrics - fingerprint
Male,41,urban,$150.000 or More,Price,None of these,,Remote Access,No,45,Remote unlock by application
Male,48,suburban,$25.000 to $50.000,Price,None of these,,Price,No,30,Biometrics - fingerprint
Male,41,rural,$25.000 to $50.000,Durability,Google Home,1-5,Safety,Yes,60,Biometrics - fingerprint
Male,35,rural,$50.000 to $75.000,Quality,Loxone,1-5,Smart Features,No,43,Remote unlock by application
Male,38,rural,$150.000 or More,Price,Apple Home Kit,1-5,Smart Features,No,57,Biometrics - fingerprint
Female,35,rural,$75.000 to $100.000,Quality,Google Home,10-15,Smart Features,Yes,34,Bluetooth
Male,31,urban,$75.000 to $100.000,Brand,None of these,,Safety,Yes,53,Biometrics - photo
Female,33,suburban,$150.000 or More,Quality,None of these,,Remote Access,No,61,Biometrics - fingerprint
Female,40,rural,$150.000 or More,Price,Loxone,1-5,Smart Features,No,52,Biometrics - eyescan
Male,32,suburban,$100.000 to $150.000,Friend’s recommendation,Fibaro,1-5,Price,No,44,Biometrics - photo
Female,24,urban,$100.000 to $150.000,Convenience,Apple Home Kit,1-5,Brand,No,75,Biometrics - photo
Male,34,urban,$50.000 to $75.000,Quality,None of these,,Brand,Yes,56,Biometrics - photo
Female,34,rural,$25.000 to $50.000,Quality,Loxone,5-10,Price,No,72,Conventional key
Female,38,suburban,$25.000 to $50.000,Price,None of these,,Safety,No,45,NFC
Male,26,suburban,$100.000 to $150.000,Quality,Amazon Alexa,5-10,Safety,Yes,64,Biometrics - fingerprint
Female,40,rural,Less than $25.000,Price,Amazon Alexa,5-10,Brand,Yes,44,Biometrics - fingerprint
Male,32,suburban,$150.000 or More,Quality,Apple Home Kit,5-10,Smart Features,Yes,60,NFC
Male,37,rural,$25.000 to $50.000,Friend’s recommendation,Apple Home Kit,,Price,Yes,,Biometrics - fingerprint
Female,37,rural,$150.000 or More,Packaging,None of these,,Price,Yes,,Remote unlock by application
Male,33,rural,$50.000 to $75.000,Convenience,Amazon Alexa,5-10,Smart Features,Yes,55,Bluetooth
Female,38,rural,$75.000 to $100.000,Brand,Loxone,1-5,Price,No,46,Biometrics - fingerprint
Male,42,suburban,$75.000 to $100.000,Durability,None of these,,Safety,No,33,Biometrics - fingerprint
Female,34,suburban,$100.000 to $150.000,Durability,None of these,,Smart Features,Yes,46,NFC
Female,26,urban,$100.000 to $150.000,Friend’s recommendation,Apple Home Kit,>15,Price,Yes,61,Bluetooth
Male,31,suburban,$75.000 to $100.000,Price,None of these,,Brand,Yes,68,Conventional key
Male,50,rural,$75.000 to $100.000,Quality,None of these,,Smart Features,No,33,Biometrics - photo
Female,38,rural,$75.000 to $100.000,Safety,None of these,,Price,No,27,Bluetooth
Female,29,suburban,Less than $25.000,Quality,None of these,,Safety,No,,Biometrics - photo
Female,33,suburban,$25.000 to $50.000,Friend’s recommendation,Nest,1-5,Safety,Yes,56,Biometrics - photo
Male,33,suburban,$100.000 to $150.000,Friend’s recommendation,Apple Home Kit,10-15,Price,No,51,Biometrics - fingerprint
Male,36,rural,$25.000 to $50.000,Price,None of these,,Remote Access,No,,NFC
Male,33,suburban,$25.000 to $50.000,Friend’s recommendation,iNels,1-5,Price,No,45,Bluetooth
Female,42,suburban,$150.000 or More,Quality,None of these,,Smart Features,Yes,44,Biometrics - eyescan
Female,39,suburban,$25.000 to $50.000,Price,None of these,,Safety,Yes,42,NFC
Female,36,suburban,$150.000 or More,Packaging,None of these,,Smart Features,No,39,Biometrics - fingerprint
Female,25,urban,$150.000 or More,Packaging,Loxone,10-15,Remote Access,Yes,78,Biometrics - fingerprint
Male,42,rural,$25.000 to $50.000,Quality,Google Home,10-15,Remote Access,Yes,44,Remote unlock by application
Female,29,urban,$75.000 to $100.000,Price,Nest,,Remote Access,No,,Remote unlock by application
Female,41,urban,$50.000 to $75.000,Convenience,None of these,,Smart Features,No,52,Biometrics - eyescan
Female,36,urban,$50.000 to $75.000,Brand,None of these,,Safety,Yes,,Biometrics - fingerprint
Female,20,urban,$50.000 to $75.000,Durability,Google Home,10-15,Brand,Yes,110,Conventional key
Female,33,suburban,$100.000 to $150.000,Convenience,Apple Home Kit,10-15,Smart Features,Yes,62,Biometrics - fingerprint
Female,27,urban,Less than $25.000,Convenience,Fibaro,5-10,Price,Yes,64,Conventional key
Female,31,suburban,$25.000 to $50.000,Price,Nest,5-10,Price,Yes,50,Conventional key
Male,47,rural,Less than $25.000,Price,None of these,,Brand,Yes,40,Biometrics - eyescan
Female,34,urban,$100.000 to $150.000,Convenience,Apple Home Kit,>15,Smart Features,Yes,53,Biometrics - fingerprint
Female,36,urban,$150.000 or More,Packaging,None of these,,Brand,Yes,58,Conventional key
Female,28,rural,Less than $25.000,Price,None of these,,Price,No,46,NFC
Male,45,suburban,$150.000 or More,Convenience,None of these,,Remote Access,Yes,35,Remote unlock by application
Female,44,suburban,$50.000 to $75.000,Convenience,Nest,5-10,Safety,Yes,37,Conventional key
Female,28,suburban,$150.000 or More,Friend’s recommendation,None of these,,Brand,Yes,63,Biometrics - photo
Female,34,urban,$150.000 or More,Convenience,Apple Home Kit,5-10,Brand,Yes,68,NFC
Male,47,suburban,Less than $25.000,Safety,None of these,,Price,Yes,37,Biometrics - fingerprint
Male,43,suburban,$75.000 to $100.000,Durability,None of these,,Price,Yes,29,Biometrics - photo
Male,33,suburban,$150.000 or More,Friend’s recommendation,Fibaro,,Safety,No,,Biometrics - fingerprint
Female,40,urban,$100.000 to $150.000,Brand,None of these,,Smart Features,Yes,34,NFC
Male,37,urban,$75.000 to $100.000,Quality,None of these,,Safety,Yes,,Biometrics - fingerprint
Male,40,suburban,$25.000 to $50.000,Brand,Loxone,10-15,Price,No,46,Biometrics - fingerprint
Male,26,suburban,$75.000 to $100.000,Friend’s recommendation,Apple Home Kit,10-15,Brand,Yes,53,Biometrics - photo
Female,40,rural,$25.000 to $50.000,Safety,Google Home,10-15,Smart Features,Yes,39,Biometrics - fingerprint
Male,38,urban,Less than $25.000,Price,Amazon Alexa,>15,Safety,Yes,39,Biometrics - eyescan
Female,26,urban,$25.000 to $50.000,Price,Loxone,5-10,Price,Yes,57,Bluetooth
Male,36,suburban,$75.000 to $100.000,Convenience,Google Home,5-10,Price,Yes,59,Biometrics - eyescan
Female,32,suburban,$50.000 to $75.000,Price,None of these,,Brand,No,73,Biometrics - eyescan
Female,40,suburban,$100.000 to $150.000,Packaging,None of these,,Safety,Yes,37,Biometrics - photo
Male,33,urban,$150.000 or More,Packaging,Google Home,5-10,Smart Features,Yes,48,Bluetooth
Female,39,urban,$100.000 to $150.000,Durability,Google Home,,Price,Yes,,Remote unlock by application
Male,37,urban,$150.000 or More,Quality,None of these,,Brand,Yes,47,Biometrics - photo
Female,39,suburban,$50.000 to $75.000,Brand,Fibaro,1-5,Smart Features,No,46,Biometrics - photo
Female,22,rural,$50.000 to $75.000,Quality,None of these,,Smart Features,Yes,77,NFC
Female,28,urban,$25.000 to $50.000,Friend’s recommendation,None of these,,Price,Yes,88,Biometrics - fingerprint
Female,29,urban,Less than $25.000,Brand,iNels,1-5,Price,Yes,65,Biometrics - fingerprint
Male,35,rural,$100.000 to $150.000,Safety,Amazon Alexa,5-10,Remote Access,Yes,59,Biometrics - eyescan
Female,34,suburban,Less than $25.000,Safety,Nest,10-15,Price,Yes,53,Remote unlock by application
Male,20,rural,$75.000 to $100.000,Quality,None of these,,Safety,No,126,Conventional key
Female,33,urban,$75.000 to $100.000,Convenience,None of these,,Remote Access,Yes,42,Remote unlock by application
Female,32,urban,Less than $25.000,Price,Nest,1-5,Price,No,41,Remote unlock by application
Female,27,urban,$100.000 to $150.000,Friend’s recommendation,Nest,1-5,Brand,No,50,Biometrics - photo
Male,37,rural,Less than $25.000,Durability,Nest,5-10,Remote Access,Yes,51,Remote unlock by application
Male,35,rural,Less than $25.000,Durability,iNels,1-5,Remote Access,No,49,Remote unlock by application
Male,34,urban,$150.000 or More,Price,Amazon Alexa,5-10,Price,Yes,45,Remote unlock by application
Female,35,rural,$75.000 to $100.000,Safety,Google Home,1-5,Safety,Yes,61,Conventional key
Female,30,suburban,$25.000 to $50.000,Convenience,None of these,,Remote Access,Yes,59,Biometrics - photo
Male,38,suburban,$25.000 to $50.000,Price,None of these,,Price,Yes,31,Bluetooth
Male,42,suburban,$75.000 to $100.000,Safety,Apple Home Kit,10-15,Price,Yes,41,Remote unlock by application
Female,36,suburban,Less than $25.000,Price,None of these,,Brand,Yes,42,Conventional key
Female,29,urban,Less than $25.000,Friend’s recommendation,None of these,,Price,Yes,59,Remote unlock by application
Male,35,rural,Less than $25.000,Durability,None of these,,Price,No,32,Biometrics - fingerprint
Male,44,urban,$100.000 to $150.000,Convenience,None of these,,Smart Features,Yes,49,Biometrics - eyescan
Female,25,urban,$100.000 to $150.000,Friend’s recommendation,Nest,1-5,Brand,No,92,Biometrics - photo
Female,34,suburban,Less than $25.000,Price,Google Home,1-5,Safety,No,65,Biometrics - photo
Female,39,urban,$150.000 or More,Friend’s recommendation,None of these,,Remote Access,No,59,Remote unlock by application
Female,34,urban,$25.000 to $50.000,Price,Google Home,1-5,Brand,Yes,65,Biometrics - fingerprint
Female,38,suburban,$50.000 to $75.000,Price,None of these,,Brand,Yes,55,Conventional key
Male,39,suburban,Less than $25.000,Safety,None of these,,Remote Access,Yes,54,Biometrics - fingerprint
Female,28,urban,Less than $25.000,Durability,None of these,,Remote Access,Yes,,Biometrics - photo
Female,36,urban,$75.000 to $100.000,Price,Nest,1-5,Smart Features,Yes,50,Biometrics - eyescan
Male,41,urban,$75.000 to $100.000,Price,Amazon Alexa,>15,Safety,Yes,52,Biometrics - photo
Male,35,suburban,$100.000 to $150.000,Brand,Loxone,5-10,Smart Features,Yes,57,NFC
Male,35,suburban,$150.000 or More,Convenience,None of these,,Price,Yes,33,Biometrics - photo
Male,33,urban,$75.000 to $100.000,Safety,Apple Home Kit,10-15,Safety,Yes,59,Conventional key
Male,42,suburban,$150.000 or More,Friend’s recommendation,iNels,1-5,Remote Access,No,34,Bluetooth
Female,38,suburban,$100.000 to $150.000,Durability,None of these,,Brand,Yes,42,Biometrics - photo
Female,26,urban,$25.000 to $50.000,Packaging,None of these,,Remote Access,Yes,,Biometrics - fingerprint
Female,30,suburban,$150.000 or More,Packaging,Apple Home Kit,>15,Remote Access,Yes,52,Biometrics - eyescan
Male,35,suburban,$100.000 to $150.000,Packaging,Amazon Alexa,5-10,Brand,No,41,Biometrics - photo
Male,30,suburban,$100.000 to $150.000,Durability,None of these,,Brand,Yes,44,Biometrics - fingerprint
Male,36,suburban,$100.000 to $150.000,Quality,Amazon Alexa,5-10,Remote Access,No,61,Remote unlock by application
Male,35,suburban,$75.000 to $100.000,Brand,None of these,,Price,No,54,Bluetooth
Male,32,urban,$150.000 or More,Packaging,Amazon Alexa,10-15,Remote Access,No,36,Remote unlock by application
Male,33,rural,$100.000 to $150.000,Brand,None of these,,Brand,No,60,Conventional key
Female,37,urban,$100.000 to $150.000,Price,Apple Home Kit,,Safety,Yes,,Biometrics - photo
Female,34,suburban,$150.000 or More,Packaging,Google Home,1-5,Brand,Yes,23,Biometrics - eyescan
Female,38,urban,$150.000 or More,Friend’s recommendation,Amazon Alexa,1-5,Remote Access,No,57,Remote unlock by application
Male,39,rural,$75.000 to $100.000,Safety,Apple Home Kit,10-15,Price,Yes,47,Biometrics - photo
Male,40,suburban,$75.000 to $100.000,Brand,None of these,,Price,Yes,48,Biometrics - fingerprint
Male,35,rural,$25.000 to $50.000,Durability,Amazon Alexa,5-10,Smart Features,Yes,50,Bluetooth
Male,32,urban,$50.000 to $75.000,Quality,None of these,,Brand,No,,Biometrics - photo
Female,37,urban,$25.000 to $50.000,Safety,Amazon Alexa,5-10,Price,Yes,47,Biometrics - fingerprint
Male,27,urban,Less than $25.000,Durability,Apple Home Kit,>15,Price,No,77,Biometrics - eyescan
Female,43,suburban,$25.000 to $50.000,Friend’s recommendation,Nest,1-5,Safety,No,56,Biometrics - photo
Male,39,urban,$100.000 to $150.000,Quality,None of these,,Safety,Yes,46,Conventional key
Female,35,suburban,$100.000 to $150.000,Safety,Amazon Alexa,1-5,Price,No,42,Biometrics - fingerprint
Male,42,suburban,Less than $25.000,Durability,Nest,1-5,Price,Yes,47,Remote unlock by application
Female,31,urban,$100.000 to $150.000,Convenience,None of these,,Brand,Yes,53,Conventional key
Female,36,urban,$25.000 to $50.000,Friend’s recommendation,None of these,,Safety,Yes,45,Biometrics - eyescan
Male,43,urban,$100.000 to $150.000,Friend’s recommendation,Loxone,,Remote Access,Yes,,Remote unlock by application
Female,26,suburban,$150.000 or More,Packaging,Apple Home Kit,>15,Remote Access,Yes,68,Remote unlock by application
Female,37,suburban,$75.000 to $100.000,Quality,Google Home,>15,Price,Yes,39,Bluetooth
Female,34,suburban,Less than $25.000,Price,Fibaro,1-5,Safety,No,41,NFC
Female,38,suburban,$25.000 to $50.000,Brand,None of these,,Remote Access,Yes,47,Biometrics - fingerprint
Male,24,suburban,$25.000 to $50.000,Price,None of these,,Safety,No,67,NFC
Male,33,suburban,$50.000 to $75.000,Quality,Fibaro,5-10,Safety,Yes,59,Biometrics - eyescan
Female,30,rural,Less than $25.000,Quality,None of these,,Price,No,66,Biometrics - eyescan
Female,29,urban,$25.000 to $50.000,Quality,Google Home,>15,Safety,Yes,59,Biometrics - photo
Male,43,rural,Less than $25.000,Brand,iNels,,Price,No,,Biometrics - photo
Female,35,rural,Less than $25.000,Brand,None of these,,Price,Yes,32,Bluetooth
Female,24,urban,$100.000 to $150.000,Durability,iNels,1-5,Brand,Yes,71,NFC
Female,34,suburban,$100.000 to $150.000,Durability,None of these,,Brand,Yes,48,Biometrics - fingerprint
Female,39,rural,$25.000 to $50.000,Friend’s recommendation,None of these,,Safety,No,53,Biometrics - photo
Male,40,rural,$150.000 or More,Packaging,iNels,1-5,Smart Features,No,38,Remote unlock by application
Male,42,rural,$75.000 to $100.000,Safety,Apple Home Kit,>15,Smart Features,No,41,Biometrics - eyescan
Female,32,urban,$100.000 to $150.000,Brand,None of these,,Remote Access,No,50,Remote unlock by application
Female,41,rural,$100.000 to $150.000,Safety,Amazon Alexa,10-15,Remote Access,No,31,Biometrics - photo
Male,35,rural,$25.000 to $50.000,Packaging,None of these,,Safety,Yes,43,Remote unlock by application
Female,27,rural,$75.000 to $100.000,Brand,Loxone,5-10,Safety,Yes,55,NFC
Male,34,suburban,$150.000 or More,Quality,Apple Home Kit,5-10,Smart Features,Yes,44,Biometrics - photo
Male,25,suburban,$25.000 to $50.000,Friend’s recommendation,Google Home,10-15,Safety,Yes,91,NFC
Female,36,urban,$75.000 to $100.000,Brand,Apple Home Kit,>15,Smart Features,Yes,34,Biometrics - eyescan
Male,34,suburban,$25.000 to $50.000,Quality,Amazon Alexa,>15,Remote Access,Yes,47,Biometrics - fingerprint
Female,34,urban,$75.000 to $100.000,Quality,Google Home,10-15,Smart Features,Yes,46,Biometrics - fingerprint
Female,43,suburban,Less than $25.000,Price,None of these,,Price,Yes,30,Biometrics - photo
Female,38,rural,$100.000 to $150.000,Packaging,None of these,,Brand,Yes,64,Conventional key
Female,29,rural,Less than $25.000,Durability,Nest,,Price,Yes,,Bluetooth
Male,30,suburban,$75.000 to $100.000,Packaging,None of these,,Price,Yes,84,Biometrics - fingerprint
Female,29,suburban,$100.000 to $150.000,Price,Apple Home Kit,10-15,Smart Features,Yes,74,Biometrics - eyescan
Female,38,rural,$150.000 or More,Quality,Loxone,1-5,Brand,No,49,Biometrics - photo
Female,26,suburban,$75.000 to $100.000,Friend’s recommendation,Amazon Alexa,10-15,Safety,Yes,74,Biometrics - fingerprint
Male,37,suburban,$150.000 or More,Packaging,Apple Home Kit,>15,Safety,Yes,47,Conventional key
Female,33,rural,$25.000 to $50.000,Convenience,None of these,,Smart Features,No,74,Biometrics - eyescan
Female,29,urban,$150.000 or More,Brand,Google Home,10-15,Brand,No,63,Bluetooth
Female,36,rural,$100.000 to $150.000,Packaging,Google Home,1-5,Smart Features,Yes,52,Biometrics - fingerprint
Male,33,rural,$150.000 or More,Packaging,None of these,,Remote Access,No,63,Remote unlock by application
Female,33,suburban,$25.000 to $50.000,Safety,Amazon Alexa,>15,Remote Access,No,57,Remote unlock by application
Female,36,urban,$75.000 to $100.000,Packaging,Google Home,1-5,Safety,No,44,NFC
Male,32,rural,Less than $25.000,Durability,None of these,,Smart Features,Yes,60,Biometrics - fingerprint
Male,41,rural,Less than $25.000,Brand,Nest,1-5,Remote Access,No,45,Remote unlock by application
Male,34,suburban,$50.000 to $75.000,Price,Amazon Alexa,5-10,Smart Features,Yes,41,Biometrics - fingerprint
Male,39,suburban,$150.000 or More,Convenience,Amazon Alexa,10-15,Remote Access,No,43,Remote unlock by application
Male,33,rural,$50.000 to $75.000,Packaging,iNels,1-5,Brand,Yes,38,Conventional key
Female,38,rural,$150.000 or More,Quality,Apple Home Kit,>15,Remote Access,Yes,53,Biometrics - photo
Female,30,urban,$75.000 to $100.000,Brand,None of these,,Safety,Yes,58,Conventional key
Male,30,urban,$50.000 to $75.000,Quality,iNels,,Safety,Yes,,Biometrics - fingerprint
Female,48,urban,Less than $25.000,Safety,None of these,,Brand,Yes,,Conventional key
Female,39,urban,$150.000 or More,Friend’s recommendation,Amazon Alexa,10-15,Remote Access,Yes,62,Remote unlock by application
Male,34,suburban,$25.000 to $50.000,Friend’s recommendation,Amazon Alexa,5-10,Price,Yes,58,Biometrics - fingerprint
Male,24,rural,$50.000 to $75.000,Brand,None of these,,Safety,No,78,NFC
Male,39,urban,$150.000 or More,Safety,Apple Home Kit,,Remote Access,Yes,,Biometrics - photo
Male,33,urban,$100.000 to $150.000,Quality,iNels,1-5,Safety,No,67,Remote unlock by application
Female,30,urban,$100.000 to $150.000,Price,Google Home,1-5,Smart Features,No,47,Biometrics - eyescan
Female,34,suburban,Less than $25.000,Friend’s recommendation,None of these,,Price,Yes,,Biometrics - photo
Female,31,suburban,$100.000 to $150.000,Brand,Fibaro,1-5,Safety,Yes,62,Biometrics - fingerprint
Female,42,urban,$150.000 or More,Friend’s recommendation,None of these,,Remote Access,Yes,,NFC
Male,33,suburban,$100.000 to $150.000,Brand,None of these,,Smart Features,No,37,Biometrics - eyescan
Female,36,suburban,$50.000 to $75.000,Safety,None of these,,Safety,Yes,38,Biometrics - fingerprint
Female,30,urban,$100.000 to $150.000,Convenience,iNels,1-5,Safety,No,66,Biometrics - photo
Female,34,suburban,$50.000 to $75.000,Brand,None of these,,Smart Features,No,36,Biometrics - eyescan
Male,41,urban,$50.000 to $75.000,Brand,None of these,,Remote Access,Yes,51,Remote unlock by application
Female,37,suburban,Less than $25.000,Packaging,Fibaro,1-5,Price,Yes,52,Biometrics - photo
Male,39,urban,$100.000 to $150.000,Brand,None of these,,Safety,Yes,45,Biometrics - photo
Female,31,urban,$75.000 to $100.000,Price,None of these,,Smart Features,Yes,53,Biometrics - fingerprint
Male,32,urban,Less than $25.000,Friend’s recommendation,None of these,,Price,Yes,55,Remote unlock by application
Male,50,urban,$75.000 to $100.000,Convenience,Apple Home Kit,,Price,No,,Biometrics - photo
Female,39,suburban,Less than $25.000,Durability,None of these,,Price,No,46,NFC
Male,37,suburban,Less than $25.000,Price,iNels,1-5,Price,No,39,Biometrics - eyescan
Female,31,rural,Less than $25.000,Quality,Fibaro,1-5,Smart Features,No,63,Biometrics - eyescan
Female,30,rural,$25.000 to $50.000,Brand,Fibaro,10-15,Price,Yes,31,Biometrics - photo
Female,43,urban,$50.000 to $75.000,Brand,None of these,,Safety,Yes,32,Biometrics - photo
Female,34,urban,$150.000 or More,Price,None of these,,Smart Features,No,26,Biometrics - photo
Female,39,urban,$25.000 to $50.000,Quality,Google Home,5-10,Brand,Yes,43,Conventional key
Female,32,urban,$25.000 to $50.000,Convenience,iNels,1-5,Remote Access,Yes,31,Remote unlock by application
Female,47,suburban,$50.000 to $75.000,Brand,None of these,,Price,Yes,38,Remote unlock by application
Male,34,suburban,$25.000 to $50.000,Convenience,Google Home,>15,Price,Yes,52,NFC
Male,33,urban,$25.000 to $50.000,Friend’s recommendation,Fibaro,1-5,Safety,No,49,Biometrics - fingerprint
Female,45,suburban,Less than $25.000,Quality,None of these,,Remote Access,No,37,Bluetooth
Female,45,urban,$150.000 or More,Price,Apple Home Kit,>15,Smart Features,No,46,Biometrics - photo
Male,36,suburban,$50.000 to $75.000,Quality,None of these,,Smart Features,Yes,57,Bluetooth
Male,42,suburban,$150.000 or More,Friend’s recommendation,Amazon Alexa,10-15,Smart Features,Yes,44,Biometrics - eyescan
Male,39,suburban,$25.000 to $50.000,Friend’s recommendation,None of these,,Price,Yes,25,Biometrics - eyescan
Female,39,suburban,$150.000 or More,Quality,None of these,,Brand,Yes,,Biometrics - fingerprint
Female,21,suburban,$100.000 to $150.000,Quality,Apple Home Kit,>15,Brand,No,70,Biometrics - photo
Male,34,urban,$25.000 to $50.000,Friend’s recommendation,None of these,,Smart Features,Yes,50,Biometrics - fingerprint
Female,25,suburban,$50.000 to $75.000,Friend’s recommendation,None of these,,Price,Yes,51,Biometrics - fingerprint
Female,35,rural,$75.000 to $100.000,Friend’s recommendation,iNels,1-5,Safety,No,54,Biometrics - eyescan
Male,30,rural,$25.000 to $50.000,Brand,Amazon Alexa,10-15,Brand,Yes,64,Biometrics - eyescan
Female,37,rural,$100.000 to $150.000,Price,Loxone,10-15,Smart Features,No,57,NFC
Female,36,urban,Less than $25.000,Price,None of these,,Safety,No,,NFC
Male,33,suburban,$25.000 to $50.000,Price,Nest,1-5,Remote Access,Yes,42,Bluetooth
Female,42,urban,$50.000 to $75.000,Friend’s recommendation,None of these,,Brand,Yes,45,Biometrics - eyescan
Female,29,rural,$75.000 to $100.000,Convenience,None of these,,Safety,Yes,,Conventional key
Female,34,suburban,$150.000 or More,Quality,Apple Home Kit,,Remote Access,Yes,,Biometrics - photo
Female,35,rural,$75.000 to $100.000,Friend’s recommendation,None of these,,Smart Features,No,,NFC
Female,43,urban,$150.000 or More,Friend’s recommendation,None of these,,Remote Access,Yes,27,Remote unlock by application
Female,30,suburban,$150.000 or More,Quality,None of these,,Remote Access,Yes,53,Biometrics - eyescan
Female,36,urban,Less than $25.000,Durability,Nest,,Safety,Yes,,Biometrics - fingerprint
Male,37,suburban,$50.000 to $75.000,Convenience,Amazon Alexa,10-15,Price,Yes,43,NFC
Male,43,suburban,$75.000 to $100.000,Safety,Nest,1-5,Brand,No,44,NFC
Female,37,urban,$100.000 to $150.000,Packaging,None of these,,Remote Access,Yes,53,Remote unlock by application
Female,30,suburban,$50.000 to $75.000,Friend’s recommendation,Fibaro,1-5,Remote Access,Yes,50,Biometrics - photo
Female,34,rural,$50.000 to $75.000,Convenience,Amazon Alexa,5-10,Remote Access,No,35,Remote unlock by application
